Journey_ID,Date,Time,Hour,Day_Name,Month,Month_Number,Season,ISO_Week,Origin_Area,Destination_Area,Origin_Station,Destination_Station,Route_ID,Transport_Mode,Passenger_Count,Delay_Minutes,Scheduled_Trips,Completed_Trips,Service_Frequency_Min,Distance_Km,Average_Speed_Kmh,Capacity,Occupancy_Rate,Service_Reliability_Pct,Satisfaction_Score,CO2_Baseline_Car_kg,CO2_Actual_kg,CO2_Reduction_kg,On_Time_Status,Peak_Period,Weather,Incident_Type,Accessibility_Score
J005642,2025-08-17,17:45,17,Sunday,August,8,Summer,33,Central,North,Old Town,Riverside North,M3,Metro,532,5.0,15,15,4,15.5,43.0,879,0.6052,91.0,4.4,1410.07,230.89,1179.18,On Time,Peak,Clear,,88
J005643,2025-10-08,06:00,6,Wednesday,October,10,Autumn,41,West,South,Expo Centre,Stadium,T3,Tram,146,1.4,7,7,9,13.4,21.8,186,0.7849,97.48,4.6,334.54,68.47,266.07,On Time,Off-Peak,Clear,,86
J005644,2025-11-14,18:10,18,Friday,November,11,Autumn,46,Central,East,Old Town,East Gate,M2,Metro,583,0.0,20,20,3,25.9,36.1,617,0.9449,100.0,4.7,2582.05,422.79,2159.26,On Time,Peak,Clear,,92
J005645,2025-10-04,09:10,9,Saturday,October,10,Autumn,40,South,West,Stadium,Airport,S1,Shared Shuttle,8,8.9,5,5,11,17.9,36.0,11,0.7273,83.98,3.7,24.49,7.48,17.01,Delayed,Peak,Heavy Rain,,77
J005646,2025-08-24,21:30,21,Sunday,August,8,Summer,34,Central,West,Old Town,West End,M3,Metro,195,5.0,10,10,6,14.9,45.8,616,0.3166,91.0,4.6,496.84,81.35,415.49,On Time,Off-Peak,Rain,,82
J005647,2025-10-16,12:20,12,Thursday,October,10,Autumn,42,Central,South,Central Square,Industrial South,B06,Bus,56,2.0,4,4,17,18.2,26.0,67,0.8358,96.4,4.7,174.28,86.63,87.65,On Time,Interpeak,Clear,,77
J005648,2025-10-04,14:15,14,Saturday,October,10,Autumn,40,South,Central,Greenfield,City Hall,B04,Bus,65,1.6,8,8,8,10.9,24.2,74,0.8784,97.12,4.4,121.15,60.22,60.93,On Time,Interpeak,Clear,,80
J005649,2025-03-16,21:45,21,Sunday,March,3,Spring,11,Central,North,Museum District,University,S2,Shared Shuttle,8,8.8,4,4,15,13.2,22.9,11,0.7273,84.16,3.8,18.06,5.52,12.54,Delayed,Off-Peak,Rain,,73
J005650,2025-10-16,21:45,21,Thursday,October,10,Autumn,42,West,North,West End,University,R3,Commuter Rail,193,5.9,2,2,30,53.3,62.0,665,0.2902,89.38,4.3,1759.06,329.18,1429.88,Delayed,Off-Peak,Cloudy,,84
J005651,2025-08-19,14:45,14,Tuesday,August,8,Summer,34,North,Central,Tech Campus,Central Square,M2,Metro,368,0.0,7,7,9,16.2,46.6,547,0.6728,100.0,4.7,1019.43,166.92,852.51,On Time,Interpeak,Clear,,82
J005652,2025-04-13,19:05,19,Sunday,April,4,Spring,15,Central,West,City Hall,Airport,M1,Metro,562,0.0,20,20,3,14.9,42.1,662,0.8489,100.0,4.7,1431.92,234.47,1197.45,On Time,Peak,Cloudy,,83
J005653,2025-04-15,11:10,11,Tuesday,April,4,Spring,16,East,West,Lakeview,Airport,C1,Bike Share,18,0.0,30,30,2,1.7,16.4,34,0.5294,100.0,4.8,5.23,0.0,5.23,On Time,Interpeak,Cloudy,,56
J005654,2025-12-07,18:20,18,Sunday,December,12,Winter,49,East,West,Harbour East,West End,T2,Tram,206,3.6,7,7,9,11.1,27.5,254,0.811,93.52,4.7,391.01,80.03,310.98,On Time,Peak,Clear,,86
J005655,2025-03-09,14:20,14,Sunday,March,3,Spring,10,East,West,Lakeview,Expo Centre,M2,Metro,283,0.0,6,6,10,15.4,45.6,747,0.3788,100.0,4.5,745.25,122.03,623.22,On Time,Interpeak,Rain,,94
J005656,2025-11-03,12:00,12,Monday,November,11,Autumn,45,Central,South,Museum District,Stadium,R3,Commuter Rail,368,3.3,3,3,22,24.6,57.5,712,0.5169,94.06,4.7,1548.03,289.69,1258.34,On Time,Interpeak,Cloudy,,81
J005657,2025-11-26,19:30,19,Wednesday,November,11,Autumn,48,Central,West,City Hall,Airport,T2,Tram,180,12.5,5,5,13,12.3,23.9,195,0.9231,77.5,3.4,378.59,77.49,301.1,Delayed,Peak,Rain,Roadworks,85
J005658,2025-10-11,15:00,15,Saturday,October,10,Autumn,41,Central,North,Museum District,University,C4,Bike Share,6,5.4,20,20,3,2.5,16.8,32,0.1875,90.28,4.5,2.57,0.0,2.57,Delayed,Interpeak,Snow,,62
J005659,2025-10-30,15:00,15,Thursday,October,10,Autumn,44,West,East,Expo Centre,Harbour East,R2,Commuter Rail,367,29.4,3,3,20,46.5,55.0,619,0.5929,47.08,2.4,2918.2,546.1,2372.1,Delayed,Interpeak,Snow,Signal Failure,92
J005660,2025-11-15,18:30,18,Saturday,November,11,Autumn,46,North,Central,Tech Campus,City Hall,M4,Metro,720,4.8,15,15,4,27.0,35.5,789,0.9125,91.36,4.4,3324.24,544.32,2779.92,On Time,Peak,Rain,,88
J005661,2025-04-24,16:10,16,Thursday,April,4,Spring,17,South,East,Industrial South,Harbour East,B05,Bus,62,14.9,4,4,16,5.2,25.2,76,0.8158,73.18,3.2,55.13,27.4,27.73,Delayed,Peak,Cloudy,Staff Shortage,78
J005662,2025-07-01,08:20,8,Tuesday,July,7,Summer,27,West,South,Airport,Industrial South,R1,Commuter Rail,519,6.8,2,2,24,42.3,48.7,798,0.6504,87.76,4.4,3754.08,702.52,3051.56,Delayed,Peak,Clear,,85
J005663,2025-08-13,14:40,14,Wednesday,August,8,Summer,33,South,North,Stadium,Riverside North,B03,Bus,62,4.1,4,4,17,5.3,22.5,60,1.0333,92.62,4.2,56.19,27.93,28.26,On Time,Interpeak,Cloudy,,77
J005664,2025-08-26,21:15,21,Tuesday,August,8,Summer,35,North,Central,North Park,Central Square,M4,Metro,401,1.7,6,6,10,22.9,35.4,656,0.6113,96.94,4.7,1570.28,257.12,1313.15,On Time,Off-Peak,Rain,,84
J005665,2025-02-20,08:50,8,Thursday,February,2,Winter,8,South,Central,Greenfield,Museum District,C1,Bike Share,30,0.0,20,20,3,3.8,11.1,31,0.9677,100.0,4.7,19.49,0.0,19.49,On Time,Peak,Cloudy,,57
J005666,2025-11-27,11:05,11,Thursday,November,11,Autumn,48,South,Central,Industrial South,Old Town,T3,Tram,157,7.2,10,10,6,7.2,28.4,166,0.9458,87.04,3.8,193.3,39.56,153.73,Delayed,Interpeak,Rain,,92
J005667,2025-08-28,12:55,12,Thursday,August,8,Summer,35,South,Central,Greenfield,Museum District,C4,Bike Share,15,2.8,12,12,5,5.3,17.6,20,0.75,94.96,4.5,13.59,0.0,13.59,On Time,Interpeak,Clear,,54
J005668,2025-07-26,18:40,18,Saturday,July,7,Summer,30,West,Central,Expo Centre,Old Town,B01,Bus,92,9.4,4,4,14,17.8,27.6,76,1.2105,83.08,3.8,280.03,139.2,140.83,Delayed,Peak,Rain,,84
J005669,2025-06-17,08:55,8,Tuesday,June,6,Summer,25,West,South,Airport,South Market,T1,Tram,219,8.6,4,4,15,11.3,23.2,212,1.033,84.52,3.7,423.17,86.61,336.56,Delayed,Peak,Heavy Rain,,89
J005670,2025-02-09,06:05,6,Sunday,February,2,Winter,6,South,North,Stadium,University,R2,Commuter Rail,123,4.2,2,2,27,43.0,52.5,604,0.2036,92.44,4.4,904.42,169.25,735.17,On Time,Off-Peak,Clear,,91
J005671,2025-08-14,16:50,16,Thursday,August,8,Summer,33,Central,North,City Hall,North Park,T1,Tram,170,4.0,9,9,7,9.3,30.6,172,0.9884,92.8,4.1,270.35,55.34,215.02,On Time,Peak,Cloudy,,90
J005672,2025-09-07,21:15,21,Sunday,September,9,Autumn,36,North,West,University,Airport,T2,Tram,85,4.8,5,5,12,10.5,24.1,238,0.3571,91.36,4.7,152.62,31.24,121.38,On Time,Off-Peak,Rain,,88
J005673,2025-12-28,08:20,8,Sunday,December,12,Winter,52,East,South,Lakeview,South Market,M3,Metro,420,8.5,8,8,8,22.0,45.0,509,0.8251,84.7,3.9,1580.04,258.72,1321.32,Delayed,Peak,Heavy Rain,,90
J005674,2025-01-16,14:30,14,Thursday,January,1,Winter,3,East,Central,Harbour East,Museum District,M4,Metro,453,0.3,9,9,7,19.5,38.0,599,0.7563,99.46,4.5,1510.53,247.34,1263.19,On Time,Interpeak,Heatwave,,84
J005675,2025-06-10,18:05,18,Tuesday,June,6,Summer,24,West,North,West End,University,T1,Tram,160,2.0,5,5,12,7.7,31.0,207,0.7729,96.4,4.8,210.67,43.12,167.55,On Time,Peak,Clear,,96
J005676,2025-10-01,06:50,6,Wednesday,October,10,Autumn,40,West,Central,Airport,Central Square,R3,Commuter Rail,152,8.7,4,4,14,31.5,57.6,472,0.322,84.34,3.8,818.75,153.22,665.53,Delayed,Off-Peak,Rain,,89
J005677,2025-02-27,23:55,23,Thursday,February,2,Winter,9,Central,South,Old Town,Greenfield,B02,Bus,53,3.7,5,5,11,9.5,28.8,65,0.8154,93.34,4.6,86.1,42.8,43.3,On Time,Off-Peak,Clear,,86
J005678,2025-06-09,17:50,17,Monday,June,6,Summer,24,West,Central,Airport,City Hall,M1,Metro,613,3.0,9,9,7,31.3,39.8,739,0.8295,94.6,4.3,3280.96,537.23,2743.73,On Time,Peak,Rain,,87
J005679,2025-06-22,19:45,19,Sunday,June,6,Summer,25,East,South,East Gate,South Market,B06,Bus,62,6.3,4,4,14,12.1,18.4,80,0.775,88.66,4.3,128.28,63.77,64.52,Delayed,Peak,Rain,,82
J005680,2025-07-10,05:40,5,Thursday,July,7,Summer,28,East,Central,East Gate,Old Town,M2,Metro,330,0.2,8,8,8,23.8,43.9,622,0.5305,99.64,5.0,1343.03,219.91,1123.12,On Time,Off-Peak,Clear,,91
J005681,2025-04-04,10:15,10,Friday,April,4,Spring,14,East,Central,Innovation Hub,Museum District,M2,Metro,484,0.0,9,9,7,30.4,39.0,621,0.7794,100.0,4.5,2516.03,411.98,2104.04,On Time,Interpeak,Clear,,92
J005682,2025-06-27,16:00,16,Friday,June,6,Summer,26,North,South,University,Industrial South,T3,Tram,213,6.3,7,7,9,8.1,30.2,191,1.1152,88.66,3.9,295.03,60.39,234.64,Delayed,Peak,Rain,,91
J005683,2025-03-01,10:10,10,Saturday,March,3,Spring,9,Central,North,Central Square,North Park,B01,Bus,46,5.6,4,4,15,15.3,22.6,59,0.7797,89.92,4.0,120.35,59.82,60.53,Delayed,Interpeak,Clear,,78
J005684,2025-10-15,18:50,18,Wednesday,October,10,Autumn,42,South,Central,Stadium,Central Square,R3,Commuter Rail,473,23.2,2,2,28,26.8,47.5,706,0.67,58.24,2.4,2167.66,405.64,1762.02,Delayed,Peak,Cloudy,Weather Disruption,92
J005685,2025-01-18,14:05,14,Saturday,January,1,Winter,3,North,South,University,South Market,C4,Bike Share,1,1.4,10,10,6,4.5,11.4,24,0.0417,97.48,4.3,0.77,0.0,0.77,On Time,Interpeak,Rain,,59
J005686,2025-06-22,19:10,19,Sunday,June,6,Summer,25,West,South,Expo Centre,Stadium,B02,Bus,66,6.6,3,3,18,18.5,28.2,55,1.2,88.12,3.7,208.79,103.79,105.01,Delayed,Peak,Cloudy,,81
J005687,2025-10-01,08:05,8,Wednesday,October,10,Autumn,40,Central,West,City Hall,Airport,R3,Commuter Rail,489,2.8,3,3,20,36.3,58.7,744,0.6573,94.96,4.9,3035.37,568.02,2467.35,On Time,Peak,Cloudy,,83
J005688,2025-05-12,09:00,9,Monday,May,5,Spring,20,East,Central,Innovation Hub,Museum District,T1,Tram,209,5.7,9,9,7,10.5,23.1,238,0.8782,89.74,4.0,375.26,76.81,298.45,Delayed,Peak,Clear,,93
J005689,2025-03-15,17:20,17,Saturday,March,3,Spring,11,North,South,North Park,Stadium,B04,Bus,51,14.4,8,8,8,16.5,16.3,68,0.75,74.08,3.4,143.9,71.53,72.37,Delayed,Peak,Snow,,80
J005690,2025-05-05,13:15,13,Monday,May,5,Spring,19,East,South,Innovation Hub,Industrial South,B01,Bus,53,3.5,5,5,13,6.1,28.9,62,0.8548,93.7,4.4,55.28,27.48,27.8,On Time,Interpeak,Rain,,81
J005691,2025-12-31,09:45,9,Wednesday,December,12,Winter,1,Central,East,Central Square,East Gate,B06,Bus,44,4.4,6,6,10,15.7,20.1,57,0.7719,92.08,4.2,118.13,58.72,59.41,On Time,Peak,Cloudy,,80
J005692,2025-05-09,11:20,11,Friday,May,5,Spring,19,East,West,Harbour East,Airport,R3,Commuter Rail,270,7.9,3,3,22,22.0,65.8,571,0.4729,85.78,3.9,1015.74,190.08,825.66,Delayed,Interpeak,Rain,,87
J005693,2025-06-28,18:00,18,Saturday,June,6,Summer,26,Central,West,City Hall,Expo Centre,S2,Shared Shuttle,12,3.9,3,3,19,7.9,30.7,14,0.8571,92.98,4.7,16.21,4.95,11.26,On Time,Peak,Clear,,79
J005694,2025-06-07,12:45,12,Saturday,June,6,Summer,23,South,West,Greenfield,Hilltop,C3,Bike Share,17,0.0,30,30,2,7.4,11.8,26,0.6538,100.0,4.7,21.51,0.0,21.51,On Time,Interpeak,Rain,,59
J005695,2025-07-26,06:50,6,Saturday,July,7,Summer,30,West,East,Hilltop,Innovation Hub,B02,Bus,57,2.2,5,5,11,18.6,19.9,69,0.8261,96.04,4.3,181.29,90.12,91.18,On Time,Off-Peak,Cloudy,,84
J005696,2025-02-17,17:10,17,Monday,February,2,Winter,8,North,East,Riverside North,Lakeview,B01,Bus,53,7.7,10,10,6,22.6,18.1,56,0.9464,86.14,4.1,204.82,101.81,103.01,Delayed,Peak,Clear,,79
J005697,2025-09-10,16:15,16,Wednesday,September,9,Autumn,37,East,South,Lakeview,Stadium,B05,Bus,89,4.0,5,5,11,16.2,25.0,77,1.1558,92.8,3.8,246.55,122.55,123.99,On Time,Peak,Clear,,86
J005698,2025-07-19,09:40,9,Saturday,July,7,Summer,29,North,Central,North Park,Central Square,B02,Bus,54,7.6,4,4,14,17.7,19.6,70,0.7714,86.32,4.0,163.44,81.24,82.2,Delayed,Peak,Heatwave,,87
J005699,2025-07-17,05:10,5,Thursday,July,7,Summer,29,Central,West,Central Square,Airport,B06,Bus,62,6.4,4,4,14,17.5,27.7,59,1.0508,88.48,3.9,185.54,92.23,93.31,Delayed,Off-Peak,Cloudy,,83
J005700,2025-06-19,11:20,11,Thursday,June,6,Summer,25,Central,West,Old Town,Expo Centre,M1,Metro,593,2.9,6,6,10,24.8,37.2,752,0.7886,94.78,4.7,2514.79,411.78,2103.02,On Time,Interpeak,Clear,,89
J005701,2025-03-03,17:30,17,Monday,March,3,Spring,10,North,East,Tech Campus,Innovation Hub,C1,Bike Share,10,1.9,12,12,5,7.5,13.1,27,0.3704,96.58,4.8,12.83,0.0,12.83,On Time,Peak,Heavy Rain,,55
J005702,2025-06-02,18:30,18,Monday,June,6,Summer,23,East,North,Innovation Hub,Tech Campus,C3,Bike Share,25,2.2,15,15,4,7.5,12.3,22,1.1364,96.04,3.9,32.06,0.0,32.06,On Time,Peak,Heatwave,,52
J005703,2025-08-02,14:50,14,Saturday,August,8,Summer,31,South,East,South Market,Innovation Hub,M3,Metro,437,0.1,15,15,4,21.6,42.1,856,0.5105,99.82,4.5,1614.1,264.3,1349.81,On Time,Interpeak,Clear,,85
J005704,2025-11-02,17:05,17,Sunday,November,11,Autumn,44,West,Central,West End,Old Town,M3,Metro,543,5.4,9,9,7,25.7,39.8,601,0.9035,90.28,4.3,2386.32,390.74,1995.58,Delayed,Peak,Rain,,87
J005705,2025-07-10,20:05,20,Thursday,July,7,Summer,28,North,South,University,Stadium,S1,Shared Shuttle,11,14.3,3,3,19,16.6,21.4,11,1.0,74.26,3.0,31.22,9.54,21.68,Delayed,Off-Peak,Cloudy,Traffic,75
J005706,2025-10-05,18:05,18,Sunday,October,10,Autumn,40,East,West,East Gate,Hilltop,B06,Bus,62,8.3,6,6,10,5.2,21.4,85,0.7294,85.06,4.4,55.13,27.4,27.73,Delayed,Peak,Cloudy,,77
J005707,2025-07-26,16:45,16,Saturday,July,7,Summer,30,North,South,University,South Market,M3,Metro,490,1.6,7,7,9,8.5,40.6,867,0.5652,97.12,4.5,712.22,116.62,595.6,On Time,Peak,Rain,,92
J005708,2025-05-05,12:55,12,Monday,May,5,Spring,19,South,North,Industrial South,Riverside North,M4,Metro,503,0.0,15,15,4,20.0,39.7,578,0.8702,100.0,4.4,1720.26,281.68,1438.58,On Time,Interpeak,Cloudy,,92
J005709,2025-05-01,20:20,20,Thursday,May,5,Spring,18,South,North,Stadium,University,M4,Metro,270,4.6,20,20,3,21.8,46.2,815,0.3313,91.72,4.2,1006.51,164.81,841.7,On Time,Off-Peak,Clear,,89
J005710,2025-03-07,18:05,18,Friday,March,3,Spring,10,Central,West,Museum District,Airport,B03,Bus,94,38.8,5,4,12,14.0,14.6,77,1.2208,40.0,1.3,225.04,111.86,113.18,Delayed,Peak,Rain,Signal Failure,78
J005711,2025-08-28,15:00,15,Thursday,August,8,Summer,35,West,North,Airport,Tech Campus,R1,Commuter Rail,311,6.6,3,3,19,28.6,65.6,598,0.5201,88.12,4.2,1520.98,284.63,1236.35,Delayed,Interpeak,Clear,,89
J005712,2025-08-14,15:30,15,Thursday,August,8,Summer,33,East,Central,Harbour East,Old Town,B02,Bus,60,9.0,5,5,11,16.5,22.3,57,1.0526,83.8,3.5,169.29,84.15,85.14,Delayed,Interpeak,Snow,,81
J005713,2025-05-10,18:50,18,Saturday,May,5,Spring,19,East,Central,Harbour East,City Hall,B05,Bus,62,10.9,4,4,15,13.9,22.1,65,0.9538,80.38,3.5,147.37,73.25,74.11,Delayed,Peak,Cloudy,Traffic,81
J005714,2025-04-05,19:40,19,Saturday,April,4,Spring,14,West,East,Hilltop,East Gate,M4,Metro,535,5.9,8,8,8,24.5,37.8,786,0.6807,89.38,4.0,2241.38,367.01,1874.37,Delayed,Peak,Heavy Rain,,82
J005715,2025-08-24,08:50,8,Sunday,August,8,Summer,34,Central,North,City Hall,Tech Campus,B01,Bus,70,2.4,5,5,13,7.7,27.7,73,0.9589,95.68,4.6,92.17,45.82,46.35,On Time,Peak,Clear,,79
J005716,2025-02-14,19:50,19,Friday,February,2,Winter,7,North,Central,University,Central Square,S1,Shared Shuttle,8,8.8,4,4,17,4.1,24.7,10,0.8,84.16,4.0,5.61,1.71,3.89,Delayed,Peak,Clear,,79
J005717,2025-05-21,19:40,19,Wednesday,May,5,Spring,21,Central,West,Old Town,Hilltop,M1,Metro,658,5.3,8,8,8,10.3,38.9,738,0.8916,90.46,4.5,1158.94,189.77,969.17,Delayed,Peak,Clear,,92
J005718,2025-11-21,16:50,16,Friday,November,11,Autumn,47,West,East,Hilltop,Harbour East,B02,Bus,70,4.7,4,4,15,15.8,20.9,71,0.9859,91.54,4.3,189.13,94.01,95.12,On Time,Peak,Clear,,79
J005719,2025-06-15,06:05,6,Sunday,June,6,Summer,24,South,East,Stadium,Harbour East,R2,Commuter Rail,167,4.4,4,4,16,39.6,69.1,485,0.3443,92.08,4.6,1130.86,211.62,919.23,On Time,Off-Peak,Cloudy,,83
J005720,2025-09-04,15:10,15,Thursday,September,9,Autumn,36,North,West,Riverside North,Airport,R1,Commuter Rail,445,2.1,2,2,29,39.5,51.4,787,0.5654,96.22,4.5,3005.75,562.48,2443.27,On Time,Interpeak,Cloudy,,86
J005721,2025-09-04,17:00,17,Thursday,September,9,Autumn,36,Central,North,Old Town,North Park,S2,Shared Shuttle,10,8.0,4,4,17,15.0,22.3,14,0.7143,85.6,3.9,25.65,7.84,17.81,Delayed,Peak,Clear,,79
J005722,2025-05-20,18:05,18,Tuesday,May,5,Spring,21,East,Central,East Gate,Museum District,R2,Commuter Rail,714,6.9,3,3,18,33.0,48.2,697,1.0244,87.58,3.8,4029.1,753.98,3275.12,Delayed,Peak,Clear,,80
J005723,2025-11-17,19:05,19,Monday,November,11,Autumn,47,Central,South,Central Square,Industrial South,M1,Metro,505,2.0,12,12,5,25.8,43.1,831,0.6077,96.4,4.7,2227.96,364.81,1863.15,On Time,Peak,Clear,,94
J005724,2025-05-08,05:05,5,Thursday,May,5,Spring,19,West,East,Expo Centre,East Gate,B05,Bus,46,3.1,5,5,11,20.3,23.0,60,0.7667,94.42,4.5,159.68,79.37,80.31,On Time,Off-Peak,Rain,,78
J005725,2025-11-26,08:55,8,Wednesday,November,11,Autumn,48,East,West,Harbour East,Airport,B05,Bus,50,5.6,9,9,7,15.2,19.6,55,0.9091,89.92,3.9,129.96,64.6,65.36,Delayed,Peak,Clear,,83
J005726,2025-04-17,14:45,14,Thursday,April,4,Spring,16,West,North,Expo Centre,North Park,R2,Commuter Rail,454,12.9,3,3,23,18.0,63.7,708,0.6412,76.78,3.7,1397.41,261.5,1135.91,Delayed,Interpeak,Rain,Roadworks,81
J005727,2025-03-06,16:40,16,Thursday,March,3,Spring,10,South,West,South Market,Expo Centre,T1,Tram,183,0.2,4,4,15,12.6,25.3,210,0.8714,99.64,4.7,394.29,80.7,313.59,On Time,Peak,Cloudy,,96
J005728,2025-05-27,19:55,19,Tuesday,May,5,Spring,22,South,North,Greenfield,Riverside North,M4,Metro,459,4.1,15,15,4,30.4,36.0,509,0.9018,92.62,4.4,2386.07,390.7,1995.36,On Time,Peak,Cloudy,,93
J005729,2025-01-26,08:50,8,Sunday,January,1,Winter,4,Central,North,City Hall,University,M1,Metro,586,2.3,20,20,3,17.4,40.4,568,1.0317,95.86,4.6,1743.58,285.5,1458.09,On Time,Peak,Clear,,90
J005730,2025-12-24,05:55,5,Wednesday,December,12,Winter,52,South,East,South Market,Innovation Hub,C3,Bike Share,9,1.6,8,8,8,5.2,10.9,34,0.2647,97.12,4.7,8.0,0.0,8.0,On Time,Off-Peak,Clear,,58
J005731,2025-01-27,06:20,6,Monday,January,1,Winter,5,Central,South,Old Town,Stadium,R2,Commuter Rail,188,3.7,5,5,12,30.4,64.9,753,0.2497,93.34,4.5,977.3,182.89,794.41,On Time,Off-Peak,Clear,,85
J005732,2025-04-13,16:50,16,Sunday,April,4,Spring,15,South,West,South Market,Expo Centre,B06,Bus,68,11.1,4,4,16,17.1,17.9,66,1.0303,80.02,3.8,198.84,98.84,100.0,Delayed,Peak,Heavy Rain,,88
J005733,2025-04-01,18:00,18,Tuesday,April,4,Spring,14,North,East,Tech Campus,Lakeview,C4,Bike Share,19,11.2,10,10,6,6.3,9.3,17,1.1176,79.84,3.0,20.47,0.0,20.47,Delayed,Peak,Cloudy,Traffic,55
J005734,2025-02-03,16:10,16,Monday,February,2,Winter,6,West,North,Hilltop,Riverside North,M4,Metro,699,4.0,7,7,9,21.6,43.5,709,0.9859,92.8,4.0,2581.83,422.76,2159.07,On Time,Peak,Cloudy,,88
J005735,2025-06-18,16:45,16,Wednesday,June,6,Summer,25,East,Central,Harbour East,Central Square,B03,Bus,67,28.0,4,3,16,18.9,18.0,76,0.8816,42.6,2.5,216.54,107.64,108.9,Delayed,Peak,Rain,Weather Disruption,85
J005736,2025-08-02,18:00,18,Saturday,August,8,Summer,31,North,Central,University,Old Town,R1,Commuter Rail,435,4.5,3,3,21,30.7,45.4,572,0.7605,91.9,4.6,2283.62,427.34,1856.28,On Time,Peak,Cloudy,,81
J005737,2025-09-24,12:30,12,Wednesday,September,9,Autumn,39,West,East,Hilltop,Innovation Hub,B05,Bus,64,5.2,8,8,8,5.7,28.5,72,0.8889,90.64,4.5,62.38,31.01,31.37,Delayed,Interpeak,Rain,,84
J005738,2025-11-18,06:20,6,Tuesday,November,11,Autumn,47,Central,West,Central Square,Airport,M4,Metro,338,1.7,12,12,5,17.8,44.2,755,0.4477,96.94,4.9,1028.8,168.46,860.35,On Time,Off-Peak,Cloudy,,92
J005739,2025-06-26,09:30,9,Thursday,June,6,Summer,26,North,East,University,East Gate,R2,Commuter Rail,507,6.5,3,3,23,25.9,70.3,742,0.6833,88.3,4.4,2245.45,420.2,1825.25,Delayed,Peak,Rain,,92
J005740,2025-10-05,14:55,14,Sunday,October,10,Autumn,40,South,North,Greenfield,North Park,B04,Bus,78,5.1,5,5,12,22.0,27.7,73,1.0685,90.82,4.0,293.44,145.86,147.58,Delayed,Interpeak,Rain,,78
J005741,2025-06-18,08:40,8,Wednesday,June,6,Summer,25,North,Central,University,Museum District,C1,Bike Share,28,2.1,15,14,4,4.5,10.6,31,0.9032,89.22,4.3,21.55,0.0,21.55,On Time,Peak,Cloudy,,56
J005742,2025-01-25,13:30,13,Saturday,January,1,Winter,4,West,North,Hilltop,North Park,B06,Bus,90,2.2,7,7,9,23.9,20.5,78,1.1538,96.04,4.5,367.82,182.84,184.99,On Time,Interpeak,Clear,,80
J005743,2025-08-29,17:55,17,Friday,August,8,Summer,35,North,East,Riverside North,Innovation Hub,R2,Commuter Rail,554,5.7,3,3,19,35.4,48.7,799,0.6934,89.74,4.4,3353.58,627.57,2726.01,Delayed,Peak,Clear,,84
J005744,2025-12-12,11:55,11,Friday,December,12,Winter,50,West,East,Expo Centre,Harbour East,C3,Bike Share,14,3.3,12,12,5,5.2,11.8,30,0.4667,94.06,4.4,12.45,0.0,12.45,On Time,Interpeak,Rain,,63
J005745,2025-03-03,19:55,19,Monday,March,3,Spring,10,South,North,Industrial South,University,C4,Bike Share,14,1.8,20,20,3,1.8,14.6,28,0.5,96.76,4.6,4.31,0.0,4.31,On Time,Peak,Heavy Rain,,52
J005746,2025-12-03,13:10,13,Wednesday,December,12,Winter,49,South,West,Stadium,Hilltop,T2,Tram,138,7.2,10,10,6,16.4,25.0,175,0.7886,87.04,4.2,387.01,79.21,307.8,Delayed,Interpeak,Heavy Rain,,88
J005747,2025-11-11,18:45,18,Tuesday,November,11,Autumn,46,East,Central,Harbour East,Central Square,B01,Bus,86,6.9,5,5,13,12.2,28.0,72,1.1944,87.58,4.1,179.41,89.18,90.23,Delayed,Peak,Heatwave,,86
J005748,2025-02-27,12:15,12,Thursday,February,2,Winter,9,West,Central,Expo Centre,Museum District,C2,Bike Share,12,1.6,20,20,3,2.9,15.4,24,0.5,97.12,4.8,5.95,0.0,5.95,On Time,Interpeak,Clear,,52
J005749,2025-12-19,11:20,11,Friday,December,12,Winter,51,East,Central,Lakeview,Central Square,M2,Metro,353,14.3,12,12,5,18.6,34.3,535,0.6598,74.26,3.0,1122.75,183.84,938.91,Delayed,Interpeak,Rain,Roadworks,87
J005750,2025-04-06,10:05,10,Sunday,April,4,Spring,14,North,Central,North Park,City Hall,B01,Bus,50,1.0,9,9,7,10.3,27.6,64,0.7812,98.2,4.4,88.07,43.78,44.29,On Time,Interpeak,Cloudy,,83
J005751,2025-11-12,18:20,18,Wednesday,November,11,Autumn,46,North,West,Riverside North,Airport,T1,Tram,134,6.8,5,5,13,6.4,25.3,255,0.5255,87.76,3.9,146.65,30.02,116.63,Delayed,Peak,Cloudy,,90
J005752,2025-08-06,17:45,17,Wednesday,August,8,Summer,32,East,North,Lakeview,North Park,C4,Bike Share,14,2.7,9,9,7,6.8,17.0,17,0.8235,95.14,4.8,16.28,0.0,16.28,On Time,Peak,Clear,,60
J005753,2025-08-17,10:20,10,Sunday,August,8,Summer,33,East,North,Innovation Hub,Tech Campus,M3,Metro,423,2.3,12,12,5,10.4,35.2,804,0.5261,95.86,4.7,752.26,123.18,629.09,On Time,Interpeak,Cloudy,,90
J005754,2025-02-17,05:05,5,Monday,February,2,Winter,8,North,East,North Park,Harbour East,B05,Bus,77,7.1,4,4,15,19.6,22.1,71,1.0845,87.22,3.9,258.07,128.28,129.79,Delayed,Off-Peak,Rain,,87
